,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
205,2024-02-23,192.17500551376477,171.50010273150076,212.81282747782214,192.17500551376477,192.17500551376477,0.036513862005521064,0.036513862005521064,0.036513862005521064,0.036513862005521064,0.036513862005521064,0.036513862005521064,0.0,0.0,0.0,192.2115193757703
206,2024-02-26,190.4300783898887,171.67681120482723,212.7900980010922,190.4300783898887,190.4300783898887,0.5435657732838549,0.5435657732838549,0.5435657732838549,0.5435657732838549,0.5435657732838549,0.5435657732838549,0.0,0.0,0.0,190.97364416317257
207,2024-02-27,189.84843601526336,171.79238400068158,212.2367643924359,189.84843601526336,189.84843601526336,2.4372843647904516,2.4372843647904516,2.4372843647904516,2.4372843647904516,2.4372843647904516,2.4372843647904516,0.0,0.0,0.0,192.28572038005382
208,2024-02-28,189.266793640638,170.15468535459843,211.4039682377012,189.266793640638,189.266793640638,1.7368015040861091,1.7368015040861091,1.7368015040861091,1.7368015040861091,1.7368015040861091,1.7368015040861091,0.0,0.0,0.0,191.00359514472413
209,2024-02-29,188.68515126601267,167.6274250321307,210.22346757351093,188.68515126601267,188.68515126601267,0.5498611290617755,0.5498611290617755,0.5498611290617755,0.5498611290617755,0.5498611290617755,0.5498611290617755,0.0,0.0,0.0,189.23501239507445
210,2024-03-01,188.10350889138732,167.77470963604017,208.13496140228358,188.10350889138732,188.10350889138732,0.03651386200449974,0.03651386200449974,0.03651386200449974,0.03651386200449974,0.03651386200449974,0.03651386200449974,0.0,0.0,0.0,188.14002275339183
211,2024-03-04,186.35858176751128,166.78429961166134,208.5621352897539,186.35858176751128,186.35858176751128,0.5435657732852979,0.5435657732852979,0.5435657732852979,0.5435657732852979,0.5435657732852979,0.5435657732852979,0.0,0.0,0.0,186.9021475407966
212,2024-03-05,185.77693939288594,167.37722067106785,209.29712121752456,185.77693939288594,185.77693939288594,2.437284364788937,2.437284364788937,2.437284364788937,2.437284364788937,2.437284364788937,2.437284364788937,0.0,0.0,0.0,188.21422375767486
213,2024-03-06,185.1952970182606,167.73456836692858,206.5267735410867,185.1952970182606,185.1952970182606,1.7368015040862037,1.7368015040862037,1.7368015040862037,1.7368015040862037,1.7368015040862037,1.7368015040862037,0.0,0.0,0.0,186.9320985223468
214,2024-03-07,184.61365464363521,165.75266066721224,206.35710655797527,184.61365464363521,184.61365464363521,0.5498611290630598,0.5498611290630598,0.5498611290630598,0.5498611290630598,0.5498611290630598,0.5498611290630598,0.0,0.0,0.0,185.16351577269828
215,2024-03-08,184.03201226900987,162.83113216700673,204.83151990788852,184.03201226900987,184.03201226900987,0.0365138620030713,0.0365138620030713,0.0365138620030713,0.0365138620030713,0.0365138620030713,0.0365138620030713,0.0,0.0,0.0,184.06852613101293
216,2024-03-11,182.28708514513383,162.83332099834598,203.54202363759575,182.28708514513383,182.28708514513383,0.5435657732882428,0.5435657732882428,0.5435657732882428,0.5435657732882428,0.5435657732882428,0.5435657732882428,0.0,0.0,0.0,182.83065091842207
217,2024-03-12,181.70544277050848,164.28242995114428,204.58962272799923,181.70544277050848,181.70544277050848,2.4372843647900635,2.4372843647900635,2.4372843647900635,2.4372843647900635,2.4372843647900635,2.4372843647900635,0.0,0.0,0.0,184.14272713529854
218,2024-03-13,181.12380039588314,163.12349376002635,204.0653662174453,181.12380039588314,181.12380039588314,1.7368015040845424,1.7368015040845424,1.7368015040845424,1.7368015040845424,1.7368015040845424,1.7368015040845424,0.0,0.0,0.0,182.8606018999677
219,2024-03-14,180.5421580212578,161.95366927143806,202.09955446083663,180.5421580212578,180.5421580212578,0.5498611290627022,0.5498611290627022,0.5498611290627022,0.5498611290627022,0.5498611290627022,0.5498611290627022,0.0,0.0,0.0,181.09201915032048
